Bloque,Variable,Nombre_bloque,Nombre_variable,Descripcion_variable,Fuente,Unidad
2,2.203,DINAMISMO ECONÓMICO,Ratio de empleados por población censada entre 50 y 54 años media del clúster de densidad de población,Ocupados totales de cada municipio partido por el número de personas censadas en edad entre 50 y 54 años. Media de valores de los municipios pertenecientes al clúster de densidad de población de ese municipio. Índice de empleabilidad entre 50 y 54 años por municipio,Fórmula de la media del ratio de ocupados totales por población censada entre 50 y 54 años del clúster de densidad de población,5
2,2.204,DINAMISMO ECONÓMICO,Ratio de paro por población censada entre 50 y 54 años media del clúster de densidad de población,Demandas de empleo totales de cada municipio partido por el número de personas en edad entre 50 y 54 años. Media de valores de los municipios pertenecientes al clúster de densidad de población de ese municipio. Índice de paro entre 50 y 54 años por municipio,Fórmula de la media del ratio de paro totales por población censada entre 50 y 54 años del clúster de densidad de población,5
2,2.205,DINAMISMO ECONÓMICO,Ratio de contratos por población censada entre 55 y 59 años media del clúster de densidad de población,Contratos totales de cada municipio partido por el número de personas censadas en edad entre 55 y 59 años. Media de valores de los municipios pertenecientes al clúster de densidad de población de ese municipio. Índice de contratación entre 55 y 59 años por municipio,Fórmula de la media del ratio de contratos totales por población censada entre 55 y 59 años del clúster de densidad de población,5
2,2.206,DINAMISMO ECONÓMICO,Ratio de empleados por población censada entre 55 y 59 años media del clúster de densidad de población,Ocupados totales de cada municipio partido por el número de personas censadas en edad entre 55 y 59 años. Media de valores de los municipios pertenecientes al clúster de densidad de población de ese municipio. Índice de empleabilidad entre 55 y 59 años por municipio,Fórmula de la media del ratio de ocupados totales por población censada entre 55 y 59 años del clúster de densidad de población,5
2,2.207,DINAMISMO ECONÓMICO,Ratio de paro por población censada entre 55 y 59 años media del clúster de densidad de población,Demandas de empleo totales de cada municipio partido por el número de personas en edad entre 55 y 59 años. Media de valores de los municipios pertenecientes al clúster de densidad de población de ese municipio. Índice de paro entre 55 y 59 años por municipio,Fórmula de la media del ratio de paro totales por población censada entre 55 y 59 años del clúster de densidad de población,5
2,2.208,DINAMISMO ECONÓMICO,Ratio de contratos por población censada entre 60 y 64 años media del clúster de densidad de población,Contratos totales de cada municipio partido por el número de personas censadas en edad entre 60 y 64 años. Media de valores de los municipios pertenecientes al clúster de densidad de población de ese municipio. Índice de contratación entre 60 y 64 años por municipio,Fórmula de la media del ratio de contratos totales por población censada entre 60 y 64 años del clúster de densidad de población,5
2,2.209,DINAMISMO ECONÓMICO,Ratio de empleados por población censada entre 60 y 64 años media del clúster de densidad de población,Ocupados totales de cada municipio partido por el número de personas censadas en edad entre 60 y 64 años. Media de valores de los municipios pertenecientes al clúster de densidad de población de ese municipio. Índice de empleabilidad entre 60 y 64 años por municipio,Fórmula de la media del ratio de ocupados totales por población censada entre 60 y 64 años del clúster de densidad de población,5
2,2.210,DINAMISMO ECONÓMICO,Ratio de paro por población censada entre 60 y 64 años media del clúster de densidad de población,Demandas de empleo totales de cada municipio partido por el número de personas en edad entre 60 y 64 años. Media de valores de los municipios pertenecientes al clúster de densidad de población de ese municipio. Índice de paro entre 60 y 64 años por municipio,Fórmula de la media del ratio de paro totales por población censada entre 60 y 64 años del clúster de densidad de población,5
2,2.211,DINAMISMO ECONÓMICO,Ratio de unidades productivas por población activa media del clúster de densidad de población,Unidades productivas totales de cada municipio partido por el número de personas en edad activa (15-64). Media de valores de los municipios pertenecientes al clúster de densidad de población de ese municipio. Índice de disponibilidad empresarial por municipio,Fórmula de la media del ratio de unidades productivas totales por población activa del clúster de densidad de población,5
2,2.212,DINAMISMO ECONÓMICO,Ratio de contratos por población activa media del clúster de distancia a la capital,Contratos totales de cada municipio partido por el número de personas en edad activa (15-64). Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de contratación por municipio,Fórmula de la media del ratio de contratos totales por población activa del clúster de distancia a la capital,5
2,2.213,DINAMISMO ECONÓMICO,Ratio de empleados por población activa media del clúster de distancia a la capital,Ocupados totales de cada municipio partido por el número de personas en edad activa (15-64). Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de empleabilidad por municipio,Fórmula de la media del ratio de ocupados totales por población activa del clúster de distancia a la capital,5
2,2.214,DINAMISMO ECONÓMICO,Ratio de contratos por unidad productiva media del clúster de distancia a la capital,Contratos totales de cada municipio partido por el número de unidades productivas de dicho municipio. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de contratación empresarial por municipio,Fórmula de la media del ratio de contratos totales por unidad productiva del clúster de distancia a la capital,5
2,2.215,DINAMISMO ECONÓMICO,Ratio de paro por población activa media del clúster de distancia a la capital,Demandas de empleo totales de cada municipio partido por el número de personas en edad activa (15-64). Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de paro por municipio,Fórmula de la media del ratio de paro totales por población activa del clúster de distancia a la capital,5
2,2.216,DINAMISMO ECONÓMICO,Ratio de empleo por paro media del clúster de distancia a la capital,Número de personas empleadas partido por el número de demandas de empleo. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de empleabilidad vs paro,Fórmula de la media del ratio de empleo por paro del clúster de distancia a la capital,5
2,2.217,DINAMISMO ECONÓMICO,Ratio de contratos del sector primario por población activa media del clúster de distancia a la capital,Contratos totales pertenecientes a las ramas de actividad del sector primario de cada municipio partido por el número de personas en edad activa (15-64). Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de contratación del sector primario por municipio,Fórmula de la media del ratio de contratos totales del sector primario por población activa del clúster de distancia a la capital,5
2,2.218,DINAMISMO ECONÓMICO,Ratio de empleados del sector primario por población activa media del clúster de distancia a la capital,Ocupados totales pertenecientes a las ramas de actividad del sector primario cada municipio partido por el número de personas en edad activa (15-64). Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de empleabilidad del sector primario por municipio,Fórmula de la media del ratio de ocupados totales por población activa del clúster de distancia a la capital,5
2,2.219,DINAMISMO ECONÓMICO,Ratio de contratos del sector secundario por población activa media del clúster de distancia a la capital,Contratos totales pertenecientes a las ramas de actividad del sector secundario de cada municipio partido por el número de personas en edad activa (15-64). Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de contratación del sector secundario por municipio,Fórmula de la media del ratio de contratos totales del sector secundario por población activa del clúster de distancia a la capital,5
2,2.220,DINAMISMO ECONÓMICO,Ratio de empleados del sector secundario por población activa media del clúster de distancia a la capital,Ocupados totales pertenecientes a las ramas de actividad del sector secundario cada municipio partido por el número de personas en edad activa (15-64). Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de empleabilidad del sector secundario por municipio,Fórmula de la media del ratio de ocupados totales por población activa del clúster de distancia a la capital,5
2,2.221,DINAMISMO ECONÓMICO,Ratio de contratos del sector terciario por población activa media del clúster de distancia a la capital,Contratos totales pertenecientes a las ramas de actividad del sector terciario de cada municipio partido por el número de personas en edad activa (15-64). Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de contratación del sector terciario por municipio,Fórmula de la media del ratio de contratos totales del sector terciario por población activa del clúster de distancia a la capital,5
2,2.222,DINAMISMO ECONÓMICO,Ratio de empleados del sector terciario por población activa media del clúster de distancia a la capital,Ocupados totales pertenecientes a las ramas de actividad del sector terciario cada municipio partido por el número de personas en edad activa (15-64). Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de empleabilidad del sector terciario por municipio,Fórmula de la media del ratio de ocupados totales por población activa del clúster de distancia a la capital,5
2,2.223,DINAMISMO ECONÓMICO,Ratio de contratos por población censada entre 15 y 19 años media del clúster de distancia a la capital,Contratos totales de cada municipio partido por el número de personas censadas en edad entre 15 y 19 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de contratación entre 15 y 19 años por municipio,Fórmula de la media del ratio de contratos totales por población censada entre 15 y 19 años del clúster de distancia a la capital,5
2,2.224,DINAMISMO ECONÓMICO,Ratio de empleados por población censada entre 15 y 19 años media del clúster de distancia a la capital,Ocupados totales de cada municipio partido por el número de personas censadas en edad entre 15 y 19 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de empleabilidad entre 15 y 19 años por municipio,Fórmula de la media del ratio de ocupados totales por población censada entre 15 y 19 años del clúster de distancia a la capital,5
2,2.225,DINAMISMO ECONÓMICO,Ratio de paro por población censada entre 15 y 19 años media del clúster de distancia a la capital,Demandas de empleo totales de cada municipio partido por el número de personas en edad entre 15 y 19 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de paro entre 15 y 19 años por municipio,Fórmula de la media del ratio de paro totales por población censada entre 15 y 19 años del clúster de distancia a la capital,5
2,2.226,DINAMISMO ECONÓMICO,Ratio de contratos por población censada entre 20 y 24 años media del clúster de distancia a la capital,Contratos totales de cada municipio partido por el número de personas censadas en edad entre 20 y 24 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de contratación entre 20 y 24 años por municipio,Fórmula de la media del ratio de contratos totales por población censada entre 20 y 24 años del clúster de distancia a la capital,5
2,2.227,DINAMISMO ECONÓMICO,Ratio de empleados por población censada entre 20 y 24 años media del clúster de distancia a la capital,Ocupados totales de cada municipio partido por el número de personas censadas en edad entre 20 y 24 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de empleabilidad entre 20 y 24 años por municipio,Fórmula de la media del ratio de ocupados totales por población censada entre 20 y 24 años del clúster de distancia a la capital,5
2,2.228,DINAMISMO ECONÓMICO,Ratio de paro por población censada entre 20 y 24 años media del clúster de distancia a la capital,Demandas de empleo totales de cada municipio partido por el número de personas en edad entre 20 y 24 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de paro entre 20 y 24 años por municipio,Fórmula de la media del ratio de paro totales por población censada entre 20 y 24 años del clúster de distancia a la capital,5
2,2.229,DINAMISMO ECONÓMICO,Ratio de contratos por población censada entre 25 y 29 años media del clúster de distancia a la capital,Contratos totales de cada municipio partido por el número de personas censadas en edad entre 25 y 29 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de contratación entre 25 y 29 años por municipio,Fórmula de la media del ratio de contratos totales por población censada entre 25 y 29 años del clúster de distancia a la capital,5
2,2.230,DINAMISMO ECONÓMICO,Ratio de empleados por población censada entre 25 y 29 años media del clúster de distancia a la capital,Ocupados totales de cada municipio partido por el número de personas censadas en edad entre 25 y 29 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de empleabilidad entre 25 y 29 años por municipio,Fórmula de la media del ratio de ocupados totales por población censada entre 25 y 29 años del clúster de distancia a la capital,5
2,2.231,DINAMISMO ECONÓMICO,Ratio de paro por población censada entre 25 y 29 años media del clúster de distancia a la capital,Demandas de empleo totales de cada municipio partido por el número de personas en edad entre 25 y 29 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de paro entre 25 y 29 años por municipio,Fórmula de la media del ratio de paro totales por población censada entre 25 y 29 años del clúster de distancia a la capital,5
2,2.232,DINAMISMO ECONÓMICO,Ratio de contratos por población censada entre 30 y 34 años media del clúster de distancia a la capital,Contratos totales de cada municipio partido por el número de personas censadas en edad entre 30 y 34 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de contratación entre 30 y 34 años por municipio,Fórmula de la media del ratio de contratos totales por población censada entre 30 y 34 años del clúster de distancia a la capital,5
2,2.233,DINAMISMO ECONÓMICO,Ratio de empleados por población censada entre 30 y 34 años media del clúster de distancia a la capital,Ocupados totales de cada municipio partido por el número de personas censadas en edad entre 30 y 34 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de empleabilidad entre 30 y 34 años por municipio,Fórmula de la media del ratio de ocupados totales por población censada entre 30 y 34 años del clúster de distancia a la capital,5
2,2.234,DINAMISMO ECONÓMICO,Ratio de paro por población censada entre 30 y 34 años media del clúster de distancia a la capital,Demandas de empleo totales de cada municipio partido por el número de personas en edad entre 30 y 34 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de paro entre 30 y 34 años por municipio,Fórmula de la media del ratio de paro totales por población censada entre 30 y 34 años del clúster de distancia a la capital,5
2,2.235,DINAMISMO ECONÓMICO,Ratio de contratos por población censada entre 35 y 39 años media del clúster de distancia a la capital,Contratos totales de cada municipio partido por el número de personas censadas en edad entre 35 y 39 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de contratación entre 35 y 39 años por municipio,Fórmula de la media del ratio de contratos totales por población censada entre 35 y 39 años del clúster de distancia a la capital,5
2,2.236,DINAMISMO ECONÓMICO,Ratio de empleados por población censada entre 35 y 39 años media del clúster de distancia a la capital,Ocupados totales de cada municipio partido por el número de personas censadas en edad entre 35 y 39 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de empleabilidad entre 35 y 39 años por municipio,Fórmula de la media del ratio de ocupados totales por población censada entre 35 y 39 años del clúster de distancia a la capital,5
2,2.237,DINAMISMO ECONÓMICO,Ratio de paro por población censada entre 35 y 39 años media del clúster de distancia a la capital,Demandas de empleo totales de cada municipio partido por el número de personas en edad entre 35 y 39 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de paro entre 35 y 39 años por municipio,Fórmula de la media del ratio de paro totales por población censada entre 35 y 39 años del clúster de distancia a la capital,5
2,2.238,DINAMISMO ECONÓMICO,Ratio de contratos por población censada entre 40 y 44 años media del clúster de distancia a la capital,Contratos totales de cada municipio partido por el número de personas censadas en edad entre 40 y 44 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de contratación entre 40 y 44 años por municipio,Fórmula de la media del ratio de contratos totales por población censada entre 40 y 44 años del clúster de distancia a la capital,5
2,2.239,DINAMISMO ECONÓMICO,Ratio de empleados por población censada entre 40 y 44 años media del clúster de distancia a la capital,Ocupados totales de cada municipio partido por el número de personas censadas en edad entre 40 y 44 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de empleabilidad entre 40 y 44 años por municipio,Fórmula de la media del ratio de ocupados totales por población censada entre 40 y 44 años del clúster de distancia a la capital,5
2,2.240,DINAMISMO ECONÓMICO,Ratio de paro por población censada entre 40 y 44 años media del clúster de distancia a la capital,Demandas de empleo totales de cada municipio partido por el número de personas en edad entre 40 y 44 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de paro entre 40 y 44 años por municipio,Fórmula de la media del ratio de paro totales por población censada entre 40 y 44 años del clúster de distancia a la capital,5
2,2.241,DINAMISMO ECONÓMICO,Ratio de contratos por población censada entre 45 y 49 años media del clúster de distancia a la capital,Contratos totales de cada municipio partido por el número de personas censadas en edad entre 45 y 49 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de contratación entre 45 y 49 años por municipio,Fórmula de la media del ratio de contratos totales por población censada entre 45 y 49 años del clúster de distancia a la capital,5
2,2.242,DINAMISMO ECONÓMICO,Ratio de empleados por población censada entre 45 y 49 años media del clúster de distancia a la capital,Ocupados totales de cada municipio partido por el número de personas censadas en edad entre 45 y 49 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de empleabilidad entre 45 y 49 años por municipio,Fórmula de la media del ratio de ocupados totales por población censada entre 45 y 49 años del clúster de distancia a la capital,5
2,2.243,DINAMISMO ECONÓMICO,Ratio de paro por población censada entre 45 y 49 años media del clúster de distancia a la capital,Demandas de empleo totales de cada municipio partido por el número de personas en edad entre 45 y 49 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de paro entre 45 y 49 años por municipio,Fórmula de la media del ratio de paro totales por población censada entre 45 y 49 años del clúster de distancia a la capital,5
2,2.244,DINAMISMO ECONÓMICO,Ratio de contratos por población censada entre 50 y 54 años media del clúster de distancia a la capital,Contratos totales de cada municipio partido por el número de personas censadas en edad entre 50 y 54 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de contratación entre 50 y 54 años por municipio,Fórmula de la media del ratio de contratos totales por población censada entre 50 y 54 años del clúster de distancia a la capital,5
2,2.245,DINAMISMO ECONÓMICO,Ratio de empleados por población censada entre 50 y 54 años media del clúster de distancia a la capital,Ocupados totales de cada municipio partido por el número de personas censadas en edad entre 50 y 54 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de empleabilidad entre 50 y 54 años por municipio,Fórmula de la media del ratio de ocupados totales por población censada entre 50 y 54 años del clúster de distancia a la capital,5
2,2.246,DINAMISMO ECONÓMICO,Ratio de paro por población censada entre 50 y 54 años media del clúster de distancia a la capital,Demandas de empleo totales de cada municipio partido por el número de personas en edad entre 50 y 54 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de paro entre 50 y 54 años por municipio,Fórmula de la media del ratio de paro totales por población censada entre 50 y 54 años del clúster de distancia a la capital,5
2,2.247,DINAMISMO ECONÓMICO,Ratio de contratos por población censada entre 55 y 59 años media del clúster de distancia a la capital,Contratos totales de cada municipio partido por el número de personas censadas en edad entre 55 y 59 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de contratación entre 55 y 59 años por municipio,Fórmula de la media del ratio de contratos totales por población censada entre 55 y 59 años del clúster de distancia a la capital,5
2,2.248,DINAMISMO ECONÓMICO,Ratio de empleados por población censada entre 55 y 59 años media del clúster de distancia a la capital,Ocupados totales de cada municipio partido por el número de personas censadas en edad entre 55 y 59 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de empleabilidad entre 55 y 59 años por municipio,Fórmula de la media del ratio de ocupados totales por población censada entre 55 y 59 años del clúster de distancia a la capital,5
2,2.249,DINAMISMO ECONÓMICO,Ratio de paro por población censada entre 55 y 59 años media del clúster de distancia a la capital,Demandas de empleo totales de cada municipio partido por el número de personas en edad entre 55 y 59 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de paro entre 55 y 59 años por municipio,Fórmula de la media del ratio de paro totales por población censada entre 55 y 59 años del clúster de distancia a la capital,5
2,2.250,DINAMISMO ECONÓMICO,Ratio de contratos por población censada entre 60 y 64 años media del clúster de distancia a la capital,Contratos totales de cada municipio partido por el número de personas censadas en edad entre 60 y 64 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de contratación entre 60 y 64 años por municipio,Fórmula de la media del ratio de contratos totales por población censada entre 60 y 64 años del clúster de distancia a la capital,5
2,2.251,DINAMISMO ECONÓMICO,Ratio de empleados por población censada entre 60 y 64 años media del clúster de distancia a la capital,Ocupados totales de cada municipio partido por el número de personas censadas en edad entre 60 y 64 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de empleabilidad entre 60 y 64 años por municipio,Fórmula de la media del ratio de ocupados totales por población censada entre 60 y 64 años del clúster de distancia a la capital,5
2,2.252,DINAMISMO ECONÓMICO,Ratio de paro por población censada entre 60 y 64 años media del clúster de distancia a la capital,Demandas de empleo totales de cada municipio partido por el número de personas en edad entre 60 y 64 años. Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de paro entre 60 y 64 años por municipio,Fórmula de la media del ratio de paro totales por población censada entre 60 y 64 años del clúster de distancia a la capital,5
2,2.253,DINAMISMO ECONÓMICO,Ratio de unidades productivas por población activa media del clúster de distancia a la capital,Unidades productivas totales de cada municipio partido por el número de personas en edad activa (15-64). Media de valores de los municipios pertenecientes al clúster de distancia a la capital de ese municipio. Índice de disponibilidad empresarial por municipio,Fórmula de la media del ratio de unidades productivas totales por población activa del clúster de distancia a la capital,5
2,2.254,DINAMISMO ECONÓMICO,Ratio de contratos por población activa media del clúster de población censada,Contratos totales de cada municipio partido por el número de personas en edad activa (15-64). Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de contratación por municipio,Fórmula de la media del ratio de contratos totales por población activa del clúster de población censada,5
2,2.255,DINAMISMO ECONÓMICO,Ratio de empleados por población activa media del clúster de población censada,Ocupados totales de cada municipio partido por el número de personas en edad activa (15-64). Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de empleabilidad por municipio,Fórmula de la media del ratio de ocupados totales por población activa del clúster de población censada,5
2,2.256,DINAMISMO ECONÓMICO,Ratio de contratos por unidad productiva media del clúster de población censada,Contratos totales de cada municipio partido por el número de unidades productivas de dicho municipio. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de contratación empresarial por municipio,Fórmula de la media del ratio de contratos totales por unidad productiva del clúster de población censada,5
2,2.257,DINAMISMO ECONÓMICO,Ratio de paro por población activa media del clúster de población censada,Demandas de empleo totales de cada municipio partido por el número de personas en edad activa (15-64). Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de paro por municipio,Fórmula de la media del ratio de paro totales por población activa del clúster de población censada,5
2,2.258,DINAMISMO ECONÓMICO,Ratio de empleo por paro media del clúster de población censada,Número de personas empleadas partido por el número de demandas de empleo. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de empleabilidad vs paro,Fórmula de la media del ratio de empleo por paro del clúster de población censada,5
2,2.259,DINAMISMO ECONÓMICO,Ratio de contratos del sector primario por población activa media del clúster de población censada,Contratos totales pertenecientes a las ramas de actividad del sector primario de cada municipio partido por el número de personas en edad activa (15-64). Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de contratación del sector primario por municipio,Fórmula de la media del ratio de contratos totales del sector primario por población activa del clúster de población censada,5
2,2.260,DINAMISMO ECONÓMICO,Ratio de empleados del sector primario por población activa media del clúster de población censada,Ocupados totales pertenecientes a las ramas de actividad del sector primario cada municipio partido por el número de personas en edad activa (15-64). Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de empleabilidad del sector primario por municipio,Fórmula de la media del ratio de ocupados totales por población activa del clúster de población censada,5
2,2.261,DINAMISMO ECONÓMICO,Ratio de contratos del sector secundario por población activa media del clúster de población censada,Contratos totales pertenecientes a las ramas de actividad del sector secundario de cada municipio partido por el número de personas en edad activa (15-64). Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de contratación del sector secundario por municipio,Fórmula de la media del ratio de contratos totales del sector secundario por población activa del clúster de población censada,5
2,2.262,DINAMISMO ECONÓMICO,Ratio de empleados del sector secundario por población activa media del clúster de población censada,Ocupados totales pertenecientes a las ramas de actividad del sector secundario cada municipio partido por el número de personas en edad activa (15-64). Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de empleabilidad del sector secundario por municipio,Fórmula de la media del ratio de ocupados totales por población activa del clúster de población censada,5
2,2.263,DINAMISMO ECONÓMICO,Ratio de contratos del sector terciario por población activa media del clúster de población censada,Contratos totales pertenecientes a las ramas de actividad del sector terciario de cada municipio partido por el número de personas en edad activa (15-64). Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de contratación del sector terciario por municipio,Fórmula de la media del ratio de contratos totales del sector terciario por población activa del clúster de población censada,5
2,2.264,DINAMISMO ECONÓMICO,Ratio de empleados del sector terciario por población activa media del clúster de población censada,Ocupados totales pertenecientes a las ramas de actividad del sector terciario cada municipio partido por el número de personas en edad activa (15-64). Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de empleabilidad del sector terciario por municipio,Fórmula de la media del ratio de ocupados totales por población activa del clúster de población censada,5
2,2.265,DINAMISMO ECONÓMICO,Ratio de contratos por población censada entre 15 y 19 años media del clúster de población censada,Contratos totales de cada municipio partido por el número de personas censadas en edad entre 15 y 19 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de contratación entre 15 y 19 años por municipio,Fórmula de la media del ratio de contratos totales por población censada entre 15 y 19 años del clúster de población censada,5
2,2.266,DINAMISMO ECONÓMICO,Ratio de empleados por población censada entre 15 y 19 años media del clúster de población censada,Ocupados totales de cada municipio partido por el número de personas censadas en edad entre 15 y 19 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de empleabilidad entre 15 y 19 años por municipio,Fórmula de la media del ratio de ocupados totales por población censada entre 15 y 19 años del clúster de población censada,5
2,2.267,DINAMISMO ECONÓMICO,Ratio de paro por población censada entre 15 y 19 años media del clúster de población censada,Demandas de empleo totales de cada municipio partido por el número de personas en edad entre 15 y 19 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de paro entre 15 y 19 años por municipio,Fórmula de la media del ratio de paro totales por población censada entre 15 y 19 años del clúster de población censada,5
2,2.268,DINAMISMO ECONÓMICO,Ratio de contratos por población censada entre 20 y 24 años media del clúster de población censada,Contratos totales de cada municipio partido por el número de personas censadas en edad entre 20 y 24 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de contratación entre 20 y 24 años por municipio,Fórmula de la media del ratio de contratos totales por población censada entre 20 y 24 años del clúster de población censada,5
2,2.269,DINAMISMO ECONÓMICO,Ratio de empleados por población censada entre 20 y 24 años media del clúster de población censada,Ocupados totales de cada municipio partido por el número de personas censadas en edad entre 20 y 24 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de empleabilidad entre 20 y 24 años por municipio,Fórmula de la media del ratio de ocupados totales por población censada entre 20 y 24 años del clúster de población censada,5
2,2.270,DINAMISMO ECONÓMICO,Ratio de paro por población censada entre 20 y 24 años media del clúster de población censada,Demandas de empleo totales de cada municipio partido por el número de personas en edad entre 20 y 24 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de paro entre 20 y 24 años por municipio,Fórmula de la media del ratio de paro totales por población censada entre 20 y 24 años del clúster de población censada,5
2,2.271,DINAMISMO ECONÓMICO,Ratio de contratos por población censada entre 25 y 29 años media del clúster de población censada,Contratos totales de cada municipio partido por el número de personas censadas en edad entre 25 y 29 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de contratación entre 25 y 29 años por municipio,Fórmula de la media del ratio de contratos totales por población censada entre 25 y 29 años del clúster de población censada,5
2,2.272,DINAMISMO ECONÓMICO,Ratio de empleados por población censada entre 25 y 29 años media del clúster de población censada,Ocupados totales de cada municipio partido por el número de personas censadas en edad entre 25 y 29 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de empleabilidad entre 25 y 29 años por municipio,Fórmula de la media del ratio de ocupados totales por población censada entre 25 y 29 años del clúster de población censada,5
2,2.273,DINAMISMO ECONÓMICO,Ratio de paro por población censada entre 25 y 29 años media del clúster de población censada,Demandas de empleo totales de cada municipio partido por el número de personas en edad entre 25 y 29 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de paro entre 25 y 29 años por municipio,Fórmula de la media del ratio de paro totales por población censada entre 25 y 29 años del clúster de población censada,5
2,2.274,DINAMISMO ECONÓMICO,Ratio de contratos por población censada entre 30 y 34 años media del clúster de población censada,Contratos totales de cada municipio partido por el número de personas censadas en edad entre 30 y 34 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de contratación entre 30 y 34 años por municipio,Fórmula de la media del ratio de contratos totales por población censada entre 30 y 34 años del clúster de población censada,5
2,2.275,DINAMISMO ECONÓMICO,Ratio de empleados por población censada entre 30 y 34 años media del clúster de población censada,Ocupados totales de cada municipio partido por el número de personas censadas en edad entre 30 y 34 años. Media de valores de los municipios pertenecientes al clúster de población censada de ese municipio. Índice de empleabilidad entre 30 y 34 años por municipio,Fórmula de la media del ratio de ocupados totales por población censada entre 30 y 34 años del clúster de población censada,5
