referencia_codigo;gestor_codigo;gestor_descripcion;municipio_codigo;municipio_descripcion;localizacion_descripcion;parcela_descripcion;regimen_codigo;clase_codigo;uso_principal_codigo;urbanizacion_codigo;superficie_registrada;superficie_edificable;descripcion_español;descripcion_ingles;observaciones_español;observaciones_ingles;contacto_direccion;referencia_catastral_20;referencia_catastral_14;coordenada_x;coordenada_y;url_visor
079105Y;Y;Ayuntamiento de Madrid;079;Madrid;AV REAL DE PINTO C/V VALLE DE TOBALINA;API 17.07 CAMINIO DE GETAFE;V;URB;T;U;3351;13404;Suelo Urbano. INDUSTRIA/SERVICIOS TERCIARIOS;Urban ground. INDUSTRY/TERTIARY SERVICES;Finca de Inventario nº 11284. valor venta 1.549.502,40  ? 6702 (Industrial)  6702 (Terciario);Inventory Property nº  11284. Sales value 1.549.502,40  ?;Telf.. 914802130 /629047671 C/ Ribera del Sena 21. José Ignacio del Fresno Martín fresnomji@madrid.es;0160102VK3696B0001KB;0160102VK3696B;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27079105Y%27&&share&&ZONE=430000,4485000,8
079106Y;Y;Ayuntamiento de Madrid;079;Madrid;C/ TERTULIA, 25 C/V C/ DULZURA;API 17.05 EL ESPINILLO;V;URB;T;U;900;6702;Suelo Urbano. TERCIARIO. OFICINAS;Urban ground.TERTIARY. OFFICES;Finca de Inventario nº 9265. valor venta 1.189.188,00  ?;Inventory Property nº  9265. Sales value 1.189.188,00  ?;Telf.. 914802130 /629047671 C/ Ribera del Sena 21. José Ignacio del Fresno Martín fresnomji@madrid.es;1379703VK4617G0001DH;1379703VK4617G;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27079106Y%27&&share&&ZONE=430000,4485000,8
006011Y;Y;Ayuntamiento de Alcobendas;006;Alcobendas;Calle Peñalara 52. Valdelacasa.;PARCELA 20;C;URB;O;U;2999,47;3749,33;"Suelo Urbano. CLAVE DE ZONA DOTACIONAL - P.P. ""VALDELACASA""";Dotational urban ground.;Suelo municipal disponible para adjudicación de Derecho de Superficie. La licitación se realizará cuando cuando se constate el interés por la adjudicación en las condiciones que se determinen en cada caso particular.;Public municipal plot available for allocation of Surface Rights. The tender will be carried out when the interest in the award is confirmed under the conditions determined in each particular case.;Javier Merino Díaz. Tf.-91 6597600 ext. 2308 Plaza Mayor,  1. Planta 2ª ? 28100 Alcobendas;3866504VK4836N0001LA;3866504VK4836N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27006011Y%27&&share&&ZONE=430000,4485000,8
006008Y;Y;Ayuntamiento de Alcobendas;006;Alcobendas;Calle Peñalara 16. Valdelacasa.;PARCELA 17;C;URB;O;U;5584,45;6980,56;"Suelo Urbano. CLAVE DE ZONA DOTACIONAL - P.P. ""VALDELACASA""";Dotational urban ground.;Suelo municipal disponible para adjudicación de Derecho de Superficie. La licitación se realizará cuando cuando se constate el interés por la adjudicación en las condiciones que se determinen en cada caso particular.;Public municipal plot available for allocation of Surface Rights. The tender will be carried out when the interest in the award is confirmed under the conditions determined in each particular case.;Javier Merino Díaz. Tf.-91 6597600 ext. 2308 Plaza Mayor,  1. Planta 2ª ? 28100 Alcobendas;3873501VK4837S0001SD;3873501VK4837S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27006008Y%27&&share&&ZONE=430000,4485000,8
058004Y;Y;Ayuntamiento de Fuenlabrada;058;Fuenlabrada;"P.P. I-3 ""El Bañuelo"" Avd de la Industria 32";PARCELA 4.1;V;URB;T;U;5025,1;6030,12;Suelo Urbano. Uso Terciario. Terciario 1;Urban ground. TERTIARY;;;Jesús González Fernández j.gonzalez@ayto-fuenlabrada.es;4887501VK3548N0001AX;4887501VK3548N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27058004Y%27&&share&&ZONE=430000,4485000,8
058006Y;Y;Ayuntamiento de Fuenlabrada;058;Fuenlabrada;"P.P. I-3 ""El Bañuelo"" Calle Arroyo Aldehuela";PARCELA 4.5;V;URB;I;U;6475,84;3885,5;Suelo Urbano. Industrial. Industria  aislada 2;Urban ground. ISOLATED INDUSTRY.;;;Jesús González Fernández j.gonzalez@ayto-fuenlabrada.es;4887505VK3548N0001QX;4887505VK3548N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27058006Y%27&&share&&ZONE=430000,4485000,8
058007Y;Y;Ayuntamiento de Fuenlabrada;058;Fuenlabrada;"P.P. I-3 ""El Bañuelo"" Avd de la Industria 26";PARCELA 5.1;V;URB;I;U;7345;4407;Suelo Urbano. Industrial. Industria  aislada 2;Urban ground. ISOLATED INDUSTRY.;;;Jesús González Fernández j.gonzalez@ayto-fuenlabrada.es;4987401VK3548N0001XX;4987401VK3548N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27058007Y%27&&share&&ZONE=430000,4485000,8
058008Y;Y;Ayuntamiento de Fuenlabrada;058;Fuenlabrada;"P.P. I-3 ""El Bañuelo"" Calle Arroyo Aldehuela";PARCELA 5.4;V;URB;I;U;6093;3351,15;Suelo Urbano. Industrial. Industria  aislada 3;Urban ground. ISOLATED INDUSTRY.;;;Jesús González Fernández j.gonzalez@ayto-fuenlabrada.es;4987404VK3548N0001EX;4987404VK3548N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27058008Y%27&&share&&ZONE=430000,4485000,8
058009Y;Y;Ayuntamiento de Fuenlabrada;058;Fuenlabrada;"P.P. I-3 ""El Bañuelo"" Calle Mirlo 11";PARCELA 11.4;V;URB;I;U;1332,43;1063,49;Suelo Urbano. Industrial. Industria  adosada;Urban ground. TOWNHOUSE INDUSTRY.;;;Jesús González Fernández j.gonzalez@ayto-fuenlabrada.es;4575904VK3547N0001PT;4575904VK3547N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27058009Y%27&&share&&ZONE=430000,4485000,8
115046Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;CALLE Oviedo, 60;"PARCELA 7 R-15A: API 2.6-01 ""Monte Gancedo-Sector 1""";V;URB;R;U;700;210;Vivienda unifamiliar aislada, pareada o en hilera. Parcla mínima 700 m2;;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;9542207VK2794S0001ME;9542207VK2794S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115046Y%27&&share&&ZONE=430000,4485000,8
115106Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;Avda. Los Ángeles, 111;"PARCELA RU-1.10. API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;646,49;275,5;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500  m2;;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;4228101VK3743S0001XQ;4228101VK3743S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115106Y%27&&share&&ZONE=430000,4485000,8
115107Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;Avda. Los Ángeles, 109;"PARCELA RU-2.1. API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;699,53;275,5;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500  m2;;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;4029101VK3743S0001BQ;4029101VK3743S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115107Y%27&&share&&ZONE=430000,4485000,8
115108Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;Avda. Los Ángeles, 113;"PARCELA RU-1.9. API 4.6-03 ""Parque Arroyo Meaques""";V;URB;R;U;597,23;275,5;Suelo urbano. Residencial Unifamiliar Aislada o pareada. Parcela mínima 500  m2;;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;4228102VK3743S0001IQ;4228102VK3743S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115108Y%27&&share&&ZONE=430000,4485000,8
115109Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;CALLE Húmera, 97;"PARCELA 28. APR 5.8-01 ""Colonia Los Ángeles""";V;URB;R;U;281,61;223,06;Suelo urbano. Residencial Unifamiliar en Fila. Ordenanza de ZONA 1(grado 6);;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;4327603VK3742N0001QX;4327603VK3742N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115109Y%27&&share&&ZONE=430000,4485000,8
115110Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;CALLE Húmera, 95;"PARCELA 29. APR 5.8-01 ""Colonia Los Ángeles""";V;URB;R;U;250;231,27;Suelo urbano. Residencial Unifamiliar en Fila. Ordenanza de ZONA 1(grado 6);;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;4327604VK3742N0001PX;4327604VK3742N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115110Y%27&&share&&ZONE=430000,4485000,8
115111Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;CALLE Húmera, 93;"PARCELA 30. APR 5.8-01 ""Colonia Los Ángeles""";V;URB;R;U;276,61;228,17;Suelo urbano. Residencial Unifamiliar en Fila. Ordenanza de ZONA 1(grado 6);;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;4327601VK3742N0001YX;4327601VK3742N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115111Y%27&&share&&ZONE=430000,4485000,8
115112Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;AVENIDA Bellas Artes, 26;PARCELA E-3a. POLÍGONO 7. Parcela TC;V;URB;T;U;1500;1200;Suelo urbano. Terciario comercial. Ordenanza de ZONA 2 -Bloque Abierto.;;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;1485040VK3718S0001PT;1485040VK3718S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115112Y%27&&share&&ZONE=430000,4485000,8
115113Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;CALLE Edgar Neville, 8;"PARCELA 10. UZ 3.7-01 ""Casablanca""";V;URB;T;U;46967;36630;Suelo urbano. Terciario Especial. Ordenanza Zona 2.;;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;2124002VK3722S0001SX;2124002VK3722S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115113Y%27&&share&&ZONE=430000,4485000,8
115114Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;Coca de la Piñera;FINCA resultante del proyecto de agrupación de las fincas registrales 7178, 7179, 7180 y 7181;V;URB;R;U;6717,49;3455,07;Suelo urbano. Residencial. Ordenanza de ZONA 3 (Recuperación de Colonias) con subindice 2, resultando de aplicación los parámetros de la ordenanza de ZONA 2 (Bloque abierto);;Se precisa autorización de la Confederación Hidrográfica del Tajo.;Confederación Hidrográfica del Tajo authorization is needed.;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;2482101VK3728S0001XO;2482101VK3728S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115114Y%27&&share&&ZONE=430000,4485000,8
058010Y;Y;Ayuntamiento de Fuenlabrada;058;Fuenlabrada;"P.P. I-3 ""El Bañuelo"" Calle Mirlo 1";PARCELA 11.9;V;URB;I;U;2282,45;1818,69;Suelo Urbano. Industrial. Industria  adosada;Urban ground. TOWNHOUSE INDUSTRY.;;;Jesús González Fernández j.gonzalez@ayto-fuenlabrada.es;4575909VK3547N0001OT;4575909VK3547N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27058010Y%27&&share&&ZONE=430000,4485000,8
000996S;S;Dirección General de Suelo;005;Alcalá de Henares;ESPARTALES NORTE ALCALÁ DE HENARES;PARCELA RU 16;V;URB;R;U;1088,88;709;PROINDIVISO 74,46%. Uso parcela residencial unifamiliar. Ordenanza: Residencial Unifamiliar intensiva. Número máximo de viviendas 6.Parcela mínima 170 m2.;74,46% of plot for single-family residential use to develop a development of a maximum of 6 homes. Minimum plot of 170 m2.;;;Tf.-91 438 21 65 / 66,  c/ Alcalá, 16, Madrid 28014;9549302VK6894N0001JW;9549302VK6894N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000996S%27&&share&&ZONE=430000,4485000,8
079108Y;Y;Ayuntamiento de Madrid;079;Madrid;Avenida Secundino Zuazo, 170;APE.16.11-RP - CIUDAD AEROPORTUARIA Y PARQUE DE VALDEBEBAS;V;URB;T;U;10186,92;34635,8;Suelo Urbano. Terciario, con aplicación de la Ordenanza TER_2.;Urban ground. Tertiary, with application of Ordinance TER_2.;Finca de Inventario nº  28.319 .;Inventory Property nº 28.319.;Tf.-91 480 18 07. C/ Ribera del Sena 21. José Ignacio del Fresno / Cristina Torres;8728601VK4882H0001IQ;8728601VK4882H;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27079108Y%27&&share&&ZONE=430000,4485000,8
000591I;I;AGENCIA DE VIVIENDA SOCIAL;079;Madrid;Avda. Cerro Milano,363;Parcela 6.52.M;V;URB;R;U;264;174,56;PARCELA 6.52.M EN EL ENSANCHE DE VALLECAS UZP 1.03;;Residencial Unifamiliar VPT Proindiviso 43,3413%;Single Family Residential VPT. Undivided 43,3413%;Tf.-91 580 96 81 C/ BASÍLICA 23. ÁREA DE PATRIMONIO;9976713VK4697F0000QG;9976713VK4697F;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000591I%27&&share&&ZONE=430000,4485000,8
000592I;I;AGENCIA DE VIVIENDA SOCIAL;079;Madrid;Avda. Cerro Murillo, 528;Parcela 5.28.S;V;URB;I;U;525;835,73;PARCELA 5.28.S EN EL ENSANCHE DE VALLECAS UZP 1.03;;Industrial Proindiviso 72,9033%;Industrial Undivided 72,9033%;Tf.-91 580 96 81 C/ BASÍLICA 23. ÁREA DE PATRIMONIO;0786807VK5608F0000RI;0786807VK5608F;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000592I%27&&share&&ZONE=430000,4485000,8
115115Y;Y;Ayuntamiento de Pozuelo de Alarcón;115;Pozuelo de Alarcón;Calle Murania 3;"PARCELA A.1. APR 4.2-05 ""Avenidad de Italia""";V;URB;R;U;1220,17;2289,4;Suelo urbano. Residencial Colectivo. Bloque abierto. Norma Zonal 2;;;;Ayuntamiento de Pozuelo de Alarcón Tf.-914522700 Ext. 2540 pchavarri@pozuelo.madrid;2581753VK3728S0001ZO;2581753VK3728S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27115115Y%27&&share&&ZONE=430000,4485000,8
104097Y;Y;Ayto. Paracuellos del Jarama;104;Paracuellos de Jarama;C/ Velázquez nº 61;S09 UH06 R11;V;URB;R;U;157,48;170,26;Suelo Urbano. Residencial Unifamiliar. Ordenanza: Unifamiliar en Hilera del Plan Parcial;Urban land plot. Single Family Residential. Ordinance: Terraced Single Family , of the Partial Plan.;LOTE 26 Acceso libre;LOT 26 Free access;Ayto. Paracuellos del Jarama  916580001 Departamento de Contratación.;7132811VK5873S0001RL;7132811VK5873S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27104097Y%27&&share&&ZONE=430000,4485000,8
104098Y;Y;Ayto. Paracuellos del Jarama;104;Paracuellos de Jarama;C/ Velázquez nº 59;S09 UH06 R12;V;URB;R;U;159,27;170,26;Suelo Urbano. Residencial Unifamiliar. Ordenanza: Unifamiliar en Hilera del Plan Parcial;Urban land plot. Single Family Residential. Ordinance: Terraced Single Family , of the Partial Plan.;LOTE 25 Acceso libre;LOT 25 Free access;Ayto. Paracuellos del Jarama  916580001 Departamento de Contratación.;7132812VK5873S0001DL;7132812VK5873S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27104098Y%27&&share&&ZONE=430000,4485000,8
104099Y;Y;Ayto. Paracuellos del Jarama;104;Paracuellos de Jarama;C/ Velázquez nº 57;S09 UH06 R13;V;URB;R;U;161,07;170,26;Suelo Urbano. Residencial Unifamiliar. Ordenanza: Unifamiliar en Hilera del Plan Parcial;Urban land plot. Single Family Residential. Ordinance: Terraced Single Family , of the Partial Plan.;LOTE 24 Acceso libre;LOT 24 Free access;Ayto. Paracuellos del Jarama  916580001 Departamento de Contratación.;7132813VK5873S0001XL;7132813VK5873S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27104099Y%27&&share&&ZONE=430000,4485000,8
901006Y;Y;Ayuntamiento de Lozoyuela-Navas-Sieteiglesias;901;Lozoyuela-Navas-Sieteiglesias;CALLE ANTONIO FLORES MARTIN  8;PARCELA IA-1 24 POLIGONO INDUSTRIAL EL TOMILLAR;V;URB;I;U;797;616,08;Suelo Urbano.Industrial A1;Industrial;;;Tf.-91 869 45 61 Plaza de la Constitución nº 1  Lozoyuela;7618405VL4371N0001LQ;7618405VL4371N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27901006Y%27&&share&&ZONE=430000,4485000,8
047002Y;Y;Ayuntamiento de Collado Villalba;047;Collado Villalba;CALLE HONTANILLA 5 V;PARCELA P.R 1-1. PE PRADO MANZANO;V;URB;R;U;2168,6;3622,61;Suelo Urbano. Residencial Colectiva.;Urban land. Multifamily Residential.;;;Susana Bayón. Arquitecta Muncipal  Tf.-918562850 Ext. 3304;6502027VL1060S0001IY;6502027VL1060S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27047002Y%27&&share&&ZONE=430000,4485000,8
104102Y;Y;Ayto. Paracuellos del Jarama;104;Paracuellos de Jarama;C/ Avda. Los Charcos nº 141;S10 UA01 R35;V;URB;R;U;305,61;220;Suelo Urbano. Residencial Unifamiliar. Ordenanza: Unifamiliar Aislada, Grado 1, del Plan Parcial;Urban land plot. Single Family Residential. Ordinance: Detached Single Family House, Grade 1, of the Partial Plan.;LOTE 32 Acceso libre;LOT 32 Free access;Ayto. Paracuellos del Jarama  916580001 Departamento de Contratación.;7134735VK5873S0001AL;7134735VK5873S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27104102Y%27&&share&&ZONE=430000,4485000,8
067005Y;Y;Ayuntamiento de Guadalix de la Sierra;067;Guadalix de la Sierra;CALLE LAS ENCINAS 18;PARCELA 11 UE5;V;URB;R;U;320;134,4;Suelo Urbano. Residencial Unifamiliar.;Urban plot. Single family residential.;La parcela cuenta con una parte proindivisa del espacio mancomunado en el interior de manzana;Plot includes part of the common space within the block;Tf.-651854068 Pza. Consistorial 1  Borja Alvarez Gonzalez (Alcalde);1455408VL4115N0001JS;1455408VL4115N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27067005Y%27&&share&&ZONE=430000,4485000,8
006001Y;Y;Ayuntamiento de Alcobendas;006;Alcobendas;Avenida de la Transición Española 9;;C;URB;O;U;2162,4;1081,2;"""Suelo Urbano. Dotacional clase A, B, C, D y E, y el Residencial, en la Clase B (residencia Comunitaria)""";Dotational urban ground for student residence.;Concesión demanial para construcción, explotación, mantenimiento  y conservación de Residencia de Estudiantes. El concesionario deberá asumir el coste de la demolición de la edificación existente.;Demanial concession for construction, exploitation, maintenance and conservation of Student Residence. The concessionaire must assume the cost of demolition of the existing building.;Tf.-916597600          ext 2308  Plaza Mayor, 1. Alcobendas 28100;7577104VK4877N0001RZ;7577104VK4877N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27006001Y%27&&share&&ZONE=430000,4485000,8
067006Y;Y;Ayuntamiento de Guadalix de la Sierra;067;Guadalix de la Sierra;CALLE LAS ENCINAS 20;PARCELA 10 UE5;V;URB;R;U;329;138,18;Suelo Urbano. Residencial Unifamiliar.;Urban plot. Single family residential.;La parcela cuenta con una parte proindivisa del espacio mancomunado en el interior de manzana;Plot includes part of the common space within the block;Tf.-651854068 Pza. Consistorial 1  Borja Alvarez Gonzalez (Alcalde);1455409VL4115N0001ES;1455409VL4115N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27067006Y%27&&share&&ZONE=430000,4485000,8
058001Y;Y;Ayuntamiento de Fuenlabrada;058;Fuenlabrada;"P.P. I-3 ""El Bañuelo"" Calle Canario 47";PARCELA 1.3;V;URB;I;U;5902,69;3541,61;Suelo Urbano. Uso Industrial. Industria  aislada 2;Urban ground. ISOLATED INDUSTRY.;;;Jesús González Fernández j.gonzalez@ayto-fuenlabrada.es;4083803VK3548S0001HU;4083803VK3548S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27058001Y%27&&share&&ZONE=430000,4485000,8
058002Y;Y;Ayuntamiento de Fuenlabrada;058;Fuenlabrada;"P.P. I-3 ""El Bañuelo"" Avd. Arqueología 5";PARCELA 2.1;V;URB;I;U;5212,09;3387,86;Suelo Urbano. Uso Industrial. Industria  aislada 1;Urban ground. ISOLATED INDUSTRY.;;;Jesús González Fernández j.gonzalez@ayto-fuenlabrada.es;4283321VK3548S0001LU;4283321VK3548S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27058002Y%27&&share&&ZONE=430000,4485000,8
080003Y;Y;Ayuntamiento de Majadahonda;080;Majadahonda;CALLE PL Póligono 17;PARCELA 5.2  U.E. 2
 ?LOS SATÉLITES?;V;URB;O;U;937;283;Suelo Urbano. Servicios Vinculados al S.G. Viario;Urban Land. Services  Linked to the General Road System;;;PATRIMONIO MUNICIPAL DE MAJADAHONDA. Tf.-916340960/info@pammasa.es;3591805VK2739S0001YK;3591805VK2739S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27080003Y%27&&share&&ZONE=430000,4485000,8
080004Y;Y;Ayuntamiento de Majadahonda;080;Majadahonda;CALLE PL Póligono 4;"PARCELA ?M12? 
""Monte de el Pilar""";V;URB;T;U;17630;17515,4;Suelo Urbano. Terciario. Socio-Comercial;Urban Land. Tertiary. Partner-Commercial;;;PATRIMONIO MUNICIPAL DE MAJADAHONDA. Tf.-916340960/info@pammasa.es;8206301VK2880N0001WB;8206301VK2880N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27080004Y%27&&share&&ZONE=430000,4485000,8
080005Y;Y;Ayuntamiento de Majadahonda;080;Majadahonda;CALLE de la Favorita nº 3;"PARCELA RUH-3
""Roza Martín""";V;URB;R;U;9384;4692;Suelo Urbano. Residencial Unifamiliar. 22 VIVIENDAS Compatible: Terciario;Urban Land. Single-family residential.;;;PATRIMONIO MUNICIPAL DE MAJADAHONDA. Tf.-916340960/info@pammasa.es;4487301VK2748N0001SB;4487301VK2748N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27080005Y%27&&share&&ZONE=430000,4485000,8
